t,phase,x_true,y_true,motion_true,amp_true
15.2667,stir_strong,-0.16326,0.08946,0.70781,0.35000
15.3000,stir_strong,-0.11468,0.01943,0.71973,0.35000
15.3333,stir_strong,-0.15985,-0.05341,0.73117,0.35000
15.3667,stir_strong,-0.28621,-0.11853,0.74214,0.35000
15.4000,stir_strong,-0.45942,-0.16655,0.75267,0.35000
15.4333,stir_strong,-0.63260,-0.19054,0.76276,0.35000
15.4667,stir_strong,-0.75885,-0.18702,0.77244,0.35000
15.5000,stir_strong,-0.80386,-0.15651,0.77420,0.35000
15.5333,stir_strong,-0.75505,-0.10341,0.78342,0.35000
15.5667,stir_strong,-0.62498,-0.03539,0.79225,0.35000
15.6000,stir_strong,-0.44800,0.03774,0.80073,0.35000
15.6333,stir_strong,-0.27098,0.10543,0.80886,0.35000
15.6667,stir_strong,-0.14083,0.15789,0.81666,0.35000
15.7000,stir_strong,-0.09186,0.18757,0.81839,0.35000
15.7333,stir_strong,-0.13665,0.19018,0.81245,0.35000
15.7667,stir_strong,-0.26262,0.16534,0.82011,0.35000
15.8000,stir_strong,-0.43545,0.11663,0.82745,0.35000
15.8333,stir_strong,-0.60826,0.05110,0.83449,0.35000
15.8667,stir_strong,-0.73415,-0.02182,0.84124,0.35000
15.9000,stir_strong,-0.77879,-0.09158,0.84772,0.35000
15.9333,stir_strong,-0.72962,-0.14812,0.85394,0.35000
15.9667,stir_strong,-0.59921,-0.18329,0.85990,0.35000
16.0000,stir_strong,-0.42188,-0.19201,0.86562,0.35000
16.0333,stir_strong,-0.24452,-0.17301,0.87110,0.35000
16.0667,stir_strong,-0.11403,-0.12904,0.87636,0.35000
16.1000,stir_strong,-0.06473,-0.06645,0.88141,0.35000
16.1333,stir_strong,-0.10919,0.00573,0.88625,0.35000
16.1667,stir_strong,-0.23484,0.07709,0.89089,0.35000
16.2000,stir_strong,-0.40736,0.13732,0.89534,0.35000
16.2333,stir_strong,-0.57986,0.17773,0.89961,0.35000
16.2667,stir_strong,-0.70544,0.19249,0.90371,0.35000
16.3000,stir_strong,-0.74978,0.17946,0.89512,0.35000
16.3333,stir_strong,-0.70032,0.14054,0.89712,0.35000
16.3667,stir_strong,-0.56961,0.08133,0.90132,0.35000
16.4000,stir_strong,-0.39200,0.01039,0.90534,0.35000
16.4333,stir_strong,-0.21436,-0.06206,0.90921,0.35000
16.4667,stir_strong,-0.08360,-0.12555,0.91291,0.35000
16.5000,stir_strong,-0.03403,-0.17092,0.91647,0.35000
16.5333,stir_strong,-0.07823,-0.19162,0.90894,0.35000
16.5667,stir_strong,-0.20362,-0.18466,0.91266,0.35000
16.6000,stir_strong,-0.37589,-0.15105,0.91622,0.35000
16.6333,stir_strong,-0.54814,-0.09565,0.91964,0.35000
16.6667,stir_strong,-0.67348,-0.02643,0.92292,0.35000
16.7000,stir_strong,-0.71758,0.04659,0.92607,0.35000
16.7333,stir_strong,-0.66789,0.11290,0.92908,0.35000
16.7667,stir_strong,-0.53696,0.16290,0.93198,0.35000
16.8000,stir_strong,-0.35912,0.18940,0.93475,0.35000
16.8333,stir_strong,-0.18127,0.18856,0.93742,0.35000
16.8667,stir_strong,-0.05030,0.16051,0.93997,0.35000
16.9000,stir_strong,-0.00053,0.10929,0.94242,0.35000
16.9333,stir_strong,-0.04452,0.04230,0.94477,0.35000
16.9667,stir_strong,-0.16972,-0.03080,0.94702,0.35000
17.0000,stir_strong,-0.34180,-0.09945,0.94919,0.35000
17.0333,stir_strong,-0.51386,-0.15375,0.95126,0.35000
17.0667,stir_strong,-0.63902,-0.18586,0.95325,0.35000
17.1000,stir_strong,-0.68295,-0.19114,0.94143,0.35000
17.1333,stir_strong,-0.63309,-0.16884,0.93645,0.35000
17.1667,stir_strong,-0.50199,-0.12217,0.93904,0.35000
17.2000,stir_strong,-0.32400,-0.05786,0.94153,0.35000
17.2333,stir_strong,-0.14599,0.01479,0.94392,0.35000
17.2667,stir_strong,-0.01487,0.08531,0.94621,0.35000
17.3000,stir_strong,0.03504,0.14352,0.94840,0.35000
17.3333,stir_strong,-0.00881,0.18101,0.94502,0.35000
17.3667,stir_strong,-0.13388,0.19238,0.94726,0.35000
17.4000,stir_strong,-0.30583,0.17598,0.94941,0.35000
17.4333,stir_strong,-0.47777,0.13419,0.95148,0.35000
17.4667,stir_strong,-0.60281,0.07302,0.95346,0.35000
17.5000,stir_strong,-0.64663,0.00132,0.95536,0.35000
17.5333,stir_strong,-0.59666,-0.07057,0.95718,0.35000
17.5667,stir_strong,-0.46547,-0.13228,0.95893,0.35000
17.6000,stir_strong,-0.28737,-0.17490,0.96060,0.35000
17.6333,stir_strong,-0.10928,-0.19227,0.96221,0.35000
17.6667,stir_strong,0.02193,-0.18189,0.96375,0.35000
17.7000,stir_strong,0.07193,-0.14527,0.96236,0.35000
17.7333,stir_strong,0.02815,-0.08767,0.96390,0.35000
17.7667,stir_strong,-0.09685,-0.01742,0.96537,0.35000
17.8000,stir_strong,-0.26873,0.05534,0.96679,0.35000
17.8333,stir_strong,-0.44062,0.12012,0.96814,0.35000
17.8667,stir_strong,-0.56560,0.16756,0.96944,0.35000
17.9000,stir_strong,-0.60937,0.19081,0.96022,0.35000
17.9333,stir_strong,-0.55936,0.18653,0.95176,0.35000
17.9667,stir_strong,-0.42812,0.15533,0.95373,0.35000
18.0000,stir_strong,-0.25000,0.10170,0.95562,0.35000
18.0333,stir_strong,-0.07188,0.03340,0.95743,0.35000
18.0667,stir_strong,0.05936,-0.03972,0.95917,0.35000
18.1000,stir_strong,0.10937,-0.10711,0.96083,0.35000
18.1333,stir_strong,0.06560,-0.15904,0.96243,0.35000
18.1667,stir_strong,-0.05938,-0.18801,0.96396,0.35000
18.2000,stir_strong,-0.23127,-0.18986,0.96544,0.35000
18.2333,stir_strong,-0.40315,-0.16430,0.96685,0.35000
18.2667,stir_strong,-0.52815,-0.11502,0.96820,0.35000
18.3000,stir_strong,-0.57193,-0.04915,0.96950,0.35000
18.3333,stir_strong,-0.52193,0.02382,0.97074,0.35000
18.3667,stir_strong,-0.39072,0.09335,0.97194,0.35000
18.4000,stir_strong,-0.21263,0.14940,0.97308,0.35000
18.4333,stir_strong,-0.03453,0.18390,0.97418,0.35000
18.4667,stir_strong,0.09666,0.19185,0.97523,0.35000
18.5000,stir_strong,0.14663,0.17211,0.96832,0.35000
18.5333,stir_strong,0.10281,0.12754,0.96707,0.35000
18.5667,stir_strong,-0.02223,0.06455,0.96841,0.35000
18.6000,stir_strong,-0.19417,-0.00775,0.96970,0.35000
18.6333,stir_strong,-0.36612,-0.07893,0.97094,0.35000
18.6667,stir_strong,-0.49119,-0.13872,0.97212,0.35000
18.7000,stir_strong,-0.53504,-0.17849,0.96869,0.35000
18.7333,stir_strong,-0.48513,-0.19250,0.96090,0.35000
18.7667,stir_strong,-0.35401,-0.17872,0.96249,0.35000
18.8000,stir_strong,-0.17600,-0.13915,0.96402,0.35000
18.8333,stir_strong,0.00199,-0.07950,0.96549,0.35000
18.8667,stir_strong,0.13309,-0.00837,0.96690,0.35000
18.9000,stir_strong,0.18295,0.06396,0.96825,0.35000
18.9333,stir_strong,0.13902,0.12707,0.96955,0.35000
18.9667,stir_strong,0.01386,0.17183,0.97079,0.35000
19.0000,stir_strong,-0.15820,0.19180,0.97198,0.35000
19.0333,stir_strong,-0.33028,0.18408,0.97313,0.35000
19.0667,stir_strong,-0.45548,0.14980,0.97422,0.35000
19.1000,stir_strong,-0.49947,0.09389,0.97527,0.35000
19.1333,stir_strong,-0.44970,0.02444,0.97628,0.35000
19.1667,stir_strong,-0.31873,-0.04855,0.97725,0.35000
19.2000,stir_strong,-0.14088,-0.11452,0.97818,0.35000
19.2333,stir_strong,0.03696,-0.16397,0.97907,0.35000
19.2667,stir_strong,0.16789,-0.18975,0.97992,0.35000
19.3000,stir_strong,0.21758,-0.18815,0.97037,0.35000
19.3333,stir_strong,0.17348,-0.15939,0.96300,0.35000
19.3667,stir_strong,0.04814,-0.10763,0.96451,0.35000
19.4000,stir_strong,-0.12411,-0.04033,0.96596,0.35000
19.4333,stir_strong,-0.29638,0.03279,0.96735,0.35000
19.4667,stir_strong,-0.42177,0.10117,0.96868,0.35000
19.5000,stir_strong,-0.46597,0.15496,0.96996,0.35000
19.5333,stir_strong,-0.41640,0.18637,0.96630,0.35000
19.5667,stir_strong,-0.28564,0.19089,0.96767,0.35000
19.6000,stir_strong,-0.10800,0.16786,0.96899,0.35000
19.6333,stir_strong,0.06961,0.12060,0.97026,0.35000
19.6667,stir_strong,0.20032,0.05594,0.97147,0.35000
19.7000,stir_strong,0.24978,-0.01680,0.97264,0.35000
19.7333,stir_strong,0.20544,-0.08711,0.97375,0.35000
19.7667,stir_strong,0.07986,-0.14486,0.97482,0.35000
19.8000,stir_strong,-0.09264,-0.18169,0.97585,0.35000
19.8333,stir_strong,-0.26516,-0.19230,0.97684,0.35000
19.8667,stir_strong,-0.39081,-0.17516,0.97778,0.35000
19.9000,stir_strong,-0.43527,-0.13273,0.97550,0.35000
19.9333,stir_strong,-0.38597,-0.07115,0.97650,0.35000
19.9667,stir_strong,-0.25548,0.00070,0.97746,0.35000
20.0000,stir_strong,-0.07813,0.07245,0.97838,0.35000
20.0333,stir_strong,0.09921,0.13374,0.97926,0.35000
20.0667,stir_strong,0.22962,0.17573,0.98011,0.35000
20.1000,stir_strong,0.27879,0.19236,0.97188,0.35000
20.1333,stir_strong,0.23415,0.18123,0.96038,0.35000
20.1667,stir_strong,0.10826,0.14394,0.96200,0.35000
20.2000,stir_strong,-0.06455,0.08587,0.96355,0.35000
20.2333,stir_strong,-0.23738,0.01541,0.96504,0.35000
20.2667,stir_strong,-0.36335,-0.05727,0.96646,0.35000
20.3000,stir_strong,-0.40814,-0.12168,0.96783,0.35000
20.3333,stir_strong,-0.35917,-0.16854,0.96915,0.35000
20.3667,stir_strong,-0.22902,-0.19107,0.97040,0.35000
20.4000,stir_strong,-0.05200,-0.18602,0.97161,0.35000
20.4333,stir_strong,0.12498,-0.15413,0.97277,0.35000
20.4667,stir_strong,0.25505,-0.09999,0.97388,0.35000
20.5000,stir_strong,0.30386,-0.03142,0.97495,0.35000
20.5333,stir_strong,0.25885,0.04169,0.97597,0.35000
20.5667,stir_strong,0.13260,0.10878,0.97695,0.35000
20.6000,stir_strong,-0.04058,0.16016,0.97789,0.35000
20.6333,stir_strong,-0.21379,0.18844,0.97879,0.35000
20.6667,stir_strong,-0.34015,0.18951,0.97966,0.35000
20.7000,stir_strong,-0.38532,0.16324,0.97167,0.35000
20.7333,stir_strong,-0.33674,0.11340,0.97283,0.35000
20.7667,stir_strong,-0.20699,0.04720,0.97393,0.35000
20.8000,stir_strong,-0.03037,-0.02582,0.97500,0.35000
20.8333,stir_strong,0.14620,-0.09510,0.97602,0.35000
20.8667,stir_strong,0.27585,-0.15067,0.97700,0.35000
20.9000,stir_strong,0.32424,-0.18448,0.97327,0.35000
20.9333,stir_strong,0.27881,-0.19167,0.96170,0.35000
20.9667,stir_strong,0.15213,-0.17120,0.96326,0.35000
21.0000,stir_strong,-0.02148,-0.12602,0.96476,0.35000
21.0333,stir_strong,-0.19514,-0.06265,0.96620,0.35000
21.0667,stir_strong,-0.32194,0.00976,0.96758,0.35000
21.1000,stir_strong,-0.36756,0.08077,0.96890,0.35000
21.1333,stir_strong,-0.31944,0.14011,0.97017,0.35000
21.1667,stir_strong,-0.19015,0.17924,0.97139,0.35000
21.2000,stir_strong,-0.01400,0.19249,0.97256,0.35000
21.2333,stir_strong,0.16210,0.17797,0.97368,0.35000
21.2667,stir_strong,0.29127,0.13775,0.97475,0.35000
21.3000,stir_strong,0.33919,0.07766,0.97578,0.35000
21.3333,stir_strong,0.29327,0.00636,0.97677,0.35000
21.3667,stir_strong,0.16610,-0.06586,0.97772,0.35000
21.4000,stir_strong,-0.00802,-0.12858,0.97863,0.35000
21.4333,stir_strong,-0.18217,-0.17273,0.97950,0.35000
21.4667,stir_strong,-0.30948,-0.19196,0.98034,0.35000
21.5000,stir_strong,-0.35562,-0.18348,0.96904,0.35000
21.5333,stir_strong,-0.30801,-0.14852,0.96565,0.35000
21.5667,stir_strong,-0.17924,-0.09213,0.96705,0.35000
21.6000,stir_strong,-0.00362,-0.02244,0.96840,0.35000
21.6333,stir_strong,0.17195,0.05049,0.96969,0.35000
21.6667,stir_strong,0.30058,0.11614,0.97092,0.35000
21.7000,stir_strong,0.34794,0.16502,0.97211,0.35000
21.7333,stir_strong,0.30148,0.19008,0.96476,0.35000
21.7667,stir_strong,0.17375,0.18771,0.96619,0.35000
21.8000,stir_strong,-0.00092,0.15825,0.96757,0.35000
21.8333,stir_strong,-0.17564,0.10595,0.96890,0.35000
21.8667,stir_strong,-0.30352,0.03836,0.97017,0.35000
21.9000,stir_strong,-0.35023,-0.03477,0.97138,0.35000
21.9333,stir_strong,-0.30321,-0.10288,0.97255,0.35000
21.9667,stir_strong,-0.17503,-0.15614,0.97367,0.35000
22.0000,settle,0.00000,0.12401,0.97475,0.35000
22.0333,settle,0.08624,0.14742,0.97578,0.34677
22.0667,settle,0.16552,0.16548,0.97677,0.34358
22.1000,settle,0.23303,0.17770,0.97771,0.34041
22.1333,settle,0.28477,0.18376,0.96970,0.33727
22.1667,settle,0.31781,0.18359,0.95036,0.33417
22.2000,settle,0.33043,0.17730,0.92020,0.33109
22.2333,settle,0.32222,0.16521,0.89159,0.32803
22.2667,settle,0.29408,0.14784,0.87546,0.32501
22.3000,settle,0.24812,0.12586,0.87092,0.32202
22.3333,settle,0.18753,0.10008,0.87568,0.31905
22.3667,settle,0.11637,0.07144,0.88075,0.31611
22.4000,settle,0.03925,0.04094,0.88562,0.31319
22.4333,settle,-0.03889,0.00964,0.89029,0.31031
22.4667,settle,-0.11318,-0.02141,0.89477,0.30745
22.5000,settle,-0.17905,-0.05118,0.89906,0.30461
22.5333,settle,-0.23255,-0.07869,0.89920,0.30181
22.5667,settle,-0.27057,-0.10308,0.89015,0.29902
22.6000,settle,-0.29102,-0.12358,0.87155,0.29627
22.6333,settle,-0.29296,-0.13958,0.84585,0.29354
22.6667,settle,-0.27660,-0.15064,0.82342,0.29083
22.7000,settle,-0.24329,-0.15647,0.81051,0.28815
22.7333,settle,-0.19544,-0.15698,0.80673,0.28550
22.7667,settle,-0.13627,-0.15224,0.81014,0.28287
22.8000,settle,-0.06970,-0.14252,0.81789,0.28026
22.8333,settle,-0.00000,-0.12822,0.82532,0.27768
22.8667,settle,0.06842,-0.10991,0.83245,0.27512
22.9000,settle,0.13132,-0.08827,0.83920,0.27258
22.9333,settle,0.18487,-0.06408,0.84092,0.27007
22.9667,settle,0.22592,-0.03820,0.83631,0.26758
23.0000,settle,0.25214,-0.01152,0.82508,0.26511
23.0333,settle,0.26215,0.01505,0.80879,0.26267
23.0667,settle,0.25564,0.04063,0.79194,0.26025
23.1000,settle,0.23331,0.06439,0.77958,0.25785
23.1333,settle,0.19685,0.08557,0.77358,0.25547
23.1667,settle,0.14878,0.10350,0.77341,0.25312
23.2000,settle,0.09232,0.11766,0.77748,0.25079
23.2333,settle,0.03114,0.12763,0.78370,0.24847
23.2667,settle,-0.03086,0.13316,0.78982,0.24618
23.3000,settle,-0.08979,0.13415,0.79367,0.24392
23.3333,settle,-0.14205,0.13065,0.79334,0.24167
23.3667,settle,-0.18449,0.12286,0.78738,0.23944
23.4000,settle,-0.21466,0.11112,0.77506,0.23723
23.4333,settle,-0.23088,0.09588,0.75706,0.23505
23.4667,settle,-0.23242,0.07773,0.73731,0.23288
23.5000,settle,-0.21944,0.05732,0.72203,0.23073
23.5333,settle,-0.19302,0.03538,0.71359,0.22861
23.5667,settle,-0.15505,0.01265,0.71155,0.22650
23.6000,settle,-0.10811,-0.01008,0.71444,0.22441
23.6333,settle,-0.05529,-0.03205,0.72030,0.22234
23.6667,settle,0.00000,-0.05256,0.72701,0.22030
23.7000,settle,0.05428,-0.07093,0.73242,0.21827
23.7333,settle,0.10418,-0.08661,0.73455,0.21625
23.7667,settle,0.14667,-0.09910,0.73168,0.21426
23.8000,settle,0.17924,-0.10807,0.72250,0.21229
23.8333,settle,0.20003,-0.11326,0.70614,0.21033
23.8667,settle,0.20798,-0.11459,0.68225,0.20839
23.9000,settle,0.20281,-0.11207,0.65792,0.20647
23.9333,settle,0.18510,-0.10586,0.64257,0.20457
23.9667,settle,0.15617,-0.09623,0.63501,0.20268
24.0000,settle,0.11804,-0.08357,0.63369,0.20081
24.0333,settle,0.07324,-0.06836,0.63678,0.19896
24.0667,settle,0.02471,-0.05115,0.64232,0.19713
24.1000,settle,-0.02448,-0.03255,0.64830,0.19531
24.1333,settle,-0.07124,-0.01320,0.65282,0.19351
24.1667,settle,-0.11270,0.00623,0.65420,0.19173
24.2000,settle,-0.14637,0.02510,0.65113,0.18996
24.2333,settle,-0.17030,0.04278,0.64278,0.18821
24.2667,settle,-0.18317,0.05871,0.62908,0.18648
24.3000,settle,-0.18439,0.07240,0.61182,0.18476
24.3333,settle,-0.17410,0.08342,0.59608,0.18305
24.3667,settle,-0.15313,0.09145,0.58550,0.18137
24.4000,settle,-0.12301,0.09629,0.58028,0.17970
24.4333,settle,-0.08577,0.09783,0.57942,0.17804
24.4667,settle,-0.04387,0.09608,0.58144,0.17640
24.5000,settle,-0.00000,0.09115,0.58474,0.17477
24.5333,settle,0.04306,0.08328,0.58767,0.17316
24.5667,settle,0.08265,0.07278,0.58876,0.17157
24.6000,settle,0.11636,0.06004,0.58679,0.16999
24.6333,settle,0.14220,0.04554,0.58099,0.16842
24.6667,settle,0.15870,0.02978,0.57124,0.16687
24.7000,settle,0.16500,0.01332,0.55872,0.16533
24.7333,settle,0.16090,-0.00329,0.54639,0.16380
24.7667,settle,0.14685,-0.01948,0.53721,0.16229
24.8000,settle,0.12390,-0.03472,0.53215,0.16080
24.8333,settle,0.09364,-0.04853,0.53079,0.15932
24.8667,settle,0.05811,-0.06046,0.53208,0.15785
24.9000,settle,0.01960,-0.07016,0.53467,0.15639
24.9333,settle,-0.01942,-0.07734,0.53714,0.15495
24.9667,settle,-0.05652,-0.08181,0.53809,0.15352
25.0000,settle,-0.08941,-0.08347,0.53629,0.15211
25.0333,settle,-0.11612,-0.08232,0.53078,0.15071
25.0667,settle,-0.13511,-0.07845,0.52098,0.14932
25.1000,settle,-0.14532,-0.07203,0.50710,0.14794
25.1333,settle,-0.14629,-0.06332,0.49177,0.14658
25.1667,settle,-0.13812,-0.05267,0.47992,0.14523
25.2000,settle,-0.12149,-0.04045,0.47296,0.14389
25.2333,settle,-0.09759,-0.02711,0.47042,0.14256
25.2667,settle,-0.06805,-0.01311,0.47123,0.14125
25.3000,settle,-0.03480,0.00107,0.47412,0.13995
25.3333,settle,-0.00000,0.01495,0.47771,0.13866
25.3667,settle,0.03416,0.02808,0.48062,0.13738
25.4000,settle,0.06557,0.04004,0.48158,0.13611
25.4333,settle,0.09232,0.05044,0.47949,0.13486
25.4667,settle,0.11282,0.05896,0.47352,0.13362
25.5000,settle,0.12591,0.06537,0.46311,0.13238
25.5333,settle,0.13091,0.06948,0.44817,0.13116
25.5667,settle,0.12765,0.07119,0.43213,0.12996
25.6000,settle,0.11650,0.07050,0.42134,0.12876
25.6333,settle,0.09830,0.06747,0.41544,0.12757
25.6667,settle,0.07429,0.06225,0.41352,0.12640
25.7000,settle,0.04610,0.05505,0.41446,0.12523
25.7333,settle,0.01555,0.04615,0.41703,0.12408
25.7667,settle,-0.01541,0.03587,0.41998,0.12293
25.8000,settle,-0.04484,0.02458,0.42213,0.12180
25.8333,settle,-0.07093,0.01268,0.42246,0.12068
25.8667,settle,-0.09213,0.00057,0.42016,0.11956
25.9000,settle,-0.10719,-0.01133,0.41477,0.11846
25.9333,settle,-0.11529,-0.02263,0.40635,0.11737
25.9667,settle,-0.11606,-0.03297,0.39612,0.11629
26.0000,settle,-0.10958,-0.04203,0.38677,0.11522
26.0333,settle,-0.09638,-0.04952,0.38027,0.11416
26.0667,settle,-0.07742,-0.05521,0.37687,0.11310
26.1000,settle,-0.05399,-0.05897,0.37602,0.11206
26.1333,settle,-0.02761,-0.06068,0.37686,0.11103
26.1667,settle,0.00000,-0.06035,0.37838,0.11000
26.2000,settle,0.02710,-0.05800,0.37959,0.10899
26.2333,settle,0.05202,-0.05377,0.37957,0.10799
26.2667,settle,0.07324,-0.04782,0.37757,0.10699
26.3000,settle,0.08950,-0.04039,0.37311,0.10601
26.3333,settle,0.09989,-0.03174,0.36615,0.10503
26.3667,settle,0.10385,-0.02220,0.35754,0.10406
26.4000,settle,0.10127,-0.01209,0.34933,0.10310
26.4333,settle,0.09243,-0.00176,0.34340,0.10215
26.4667,settle,0.07798,0.00843,0.34021,0.10121
26.5000,settle,0.05894,0.01816,0.33942,0.10028
26.5333,settle,0.03657,0.02711,0.34031,0.09935
26.5667,settle,0.01234,0.03498,0.34202,0.09844
26.6000,settle,-0.01222,0.04155,0.34363,0.09753
26.6333,settle,-0.03557,0.04661,0.34423,0.09663
26.6667,settle,-0.05627,0.05002,0.34303,0.09574
26.7000,settle,-0.07309,0.05170,0.33937,0.09486
26.7333,settle,-0.08504,0.05163,0.33284,0.09398
26.7667,settle,-0.09147,0.04984,0.32334,0.09312
26.8000,settle,-0.09208,0.04641,0.31227,0.09226
26.8333,settle,-0.08693,0.04151,0.30388,0.09141
26.8667,settle,-0.07647,0.03531,0.29892,0.09057
26.9000,settle,-0.06143,0.02804,0.29695,0.08973
26.9333,settle,-0.04283,0.01998,0.29724,0.08890
26.9667,settle,-0.02191,0.01140,0.29895,0.08809
27.0000,settle,-0.00000,0.00259,0.30121,0.08727
27.0333,settle,0.02150,-0.00614,0.30312,0.08647
27.0667,settle,0.04127,-0.01451,0.30389,0.08567
27.1000,settle,0.05811,-0.02224,0.30283,0.08488
27.1333,settle,0.07101,-0.02908,0.29941,0.08410
27.1667,settle,0.07925,-0.03483,0.29334,0.08332
27.2000,settle,0.08239,-0.03931,0.28472,0.08256
27.2333,settle,0.08035,-0.04241,0.27537,0.08180
27.2667,settle,0.07333,-0.04402,0.26854,0.08104
27.3000,settle,0.06187,-0.04415,0.26460,0.08030
27.3333,settle,0.04676,-0.04279,0.26309,0.07956
27.3667,settle,0.02902,-0.04004,0.26334,0.07882
27.4000,settle,0.00979,-0.03600,0.26462,0.07810
27.4333,settle,-0.00970,-0.03084,0.26616,0.07738
27.4667,settle,-0.02822,-0.02474,0.26724,0.07666
27.5000,settle,-0.04465,-0.01793,0.26722,0.07596
27.5333,settle,-0.05799,-0.01064,0.26562,0.07526
27.5667,settle,-0.06747,-0.00314,0.26218,0.07456
27.6000,settle,-0.07257,0.00433,0.25702,0.07388
27.6333,settle,-0.07305,0.01152,0.25094,0.07319
27.6667,settle,-0.06897,0.01820,0.24549,0.07252
27.7000,settle,-0.06067,0.02414,0.24172,0.07185
27.7333,settle,-0.04873,0.02918,0.23978,0.07119
27.7667,settle,-0.03398,0.03314,0.23935,0.07053
27.8000,settle,-0.01738,0.03593,0.23989,0.06988
27.8333,settle,-0.00000,0.03747,0.24078,0.06924
27.8667,settle,0.01706,0.03773,0.24140,0.06860
27.9000,settle,0.03274,0.03673,0.24117,0.06797
27.9333,settle,0.04610,0.03452,0.23961,0.06734
27.9667,settle,0.05633,0.03120,0.23642,0.06672
28.0000,settle,0.06287,0.02691,0.23156,0.06611
28.0333,settle,0.06537,0.02179,0.22559,0.06550
28.0667,settle,0.06374,0.01604,0.22004,0.06489
28.1000,settle,0.05818,0.00986,0.21615,0.06430
28.1333,settle,0.04908,0.00347,0.21414,0.06370
28.1667,settle,0.03710,-0.00292,0.21371,0.06312
28.2000,settle,0.02302,-0.00910,0.21440,0.06253
28.2333,settle,0.00777,-0.01486,0.21563,0.06196
28.2667,settle,-0.00769,-0.02002,0.21681,0.06139
28.3000,settle,-0.02239,-0.02442,0.21735,0.06082
28.3333,settle,-0.03542,-0.02792,0.21674,0.06026
28.3667,settle,-0.04600,-0.03042,0.21455,0.05970
28.4000,settle,-0.05352,-0.03187,0.21049,0.05915
28.4333,settle,-0.05757,-0.03223,0.20438,0.05861
28.4667,settle,-0.05795,-0.03151,0.19654,0.05807
28.5000,settle,-0.05472,-0.02975,0.19078,0.05753
28.5333,settle,-0.04813,-0.02703,0.18736,0.05700
28.5667,settle,-0.03866,-0.02345,0.18590,0.05648
28.6000,settle,-0.02696,-0.01917,0.18595,0.05596
28.6333,settle,-0.01379,-0.01432,0.18695,0.05544
28.6667,settle,0.00000,-0.00908,0.18835,0.05493
28.7000,settle,0.01353,-0.00364,0.18959,0.05442
28.7333,settle,0.02598,0.00183,0.19018,0.05392
28.7667,settle,0.03657,0.00713,0.18967,0.05343
28.8000,settle,0.04469,0.01210,0.18775,0.05293
28.8333,settle,0.04988,0.01657,0.18428,0.05245
28.8667,settle,0.05186,0.02041,0.17941,0.05196
28.9000,settle,0.05057,0.02350,0.17414,0.05148
28.9333,settle,0.04615,0.02575,0.17006,0.05101
28.9667,settle,0.03894,0.02710,0.16761,0.05054
29.0000,settle,0.02943,0.02752,0.16660,0.05007
29.0333,settle,0.01826,0.02701,0.16665,0.04961
29.0667,settle,0.00616,0.02562,0.16730,0.04915
29.1000,settle,-0.00610,0.02339,0.16811,0.04870
29.1333,settle,-0.01776,0.02043,0.16861,0.04825
29.1667,settle,-0.02810,0.01684,0.16843,0.04781
29.2000,settle,-0.03650,0.01275,0.16727,0.04737
29.2333,settle,-0.04246,0.00831,0.16500,0.04693
29.2667,settle,-0.04567,0.00368,0.16171,0.04650
29.3000,settle,-0.04598,-0.00099,0.15798,0.04607
29.3333,settle,-0.04341,-0.00554,0.15473,0.04565
29.3667,settle,-0.03818,-0.00982,0.15255,0.04522
29.4000,settle,-0.03067,-0.01370,0.15150,0.04481
29.4333,settle,-0.02139,-0.01705,0.15136,0.04439
29.4667,settle,-0.01094,-0.01977,0.15179,0.04399
29.5000,settle,-0.00000,-0.02178,0.15241,0.04358
29.5333,settle,0.01074,-0.02302,0.15280,0.04318
29.5667,settle,0.02061,-0.02348,0.15262,0.04278
29.6000,settle,0.02902,-0.02315,0.15154,0.04239
29.6333,settle,0.03546,-0.02205,0.14935,0.04200
29.6667,settle,0.03957,-0.02023,0.14601,0.04161
29.7000,settle,0.04114,-0.01777,0.14184,0.04122
29.7333,settle,0.04012,-0.01477,0.13799,0.04085
29.7667,settle,0.03662,-0.01133,0.13537,0.04047
29.8000,settle,0.03089,-0.00757,0.13403,0.04010
29.8333,settle,0.02335,-0.00363,0.13377,0.03973
29.8667,settle,0.01449,0.00035,0.13426,0.03936
29.9000,settle,0.00489,0.00426,0.13513,0.03900
29.9333,settle,-0.00484,0.00795,0.13598,0.03864
29.9667,settle,-0.01409,0.01131,0.13646,0.03828
30.0000,settle,-0.02229,0.01422,0.13622,0.03793
30.0333,settle,-0.02896,0.01661,0.13499,0.03758
30.0667,settle,-0.03369,0.01841,0.13258,0.03723
30.1000,settle,-0.03624,0.01955,0.12888,0.03689
30.1333,settle,-0.03648,0.02003,0.12395,0.03655
30.1667,settle,-0.03444,0.01982,0.12014,0.03621
30.2000,settle,-0.03029,0.01896,0.11783,0.03588
30.2333,settle,-0.02433,0.01749,0.11678,0.03555
30.2667,settle,-0.01697,0.01545,0.11669,0.03522
30.3000,settle,-0.00868,0.01294,0.11723,0.03490
30.3333,settle,-0.00000,0.01005,0.11805,0.03457
30.3667,settle,0.00852,0.00687,0.11880,0.03426
30.4000,settle,0.01635,0.00352,0.11916,0.03394
30.4333,settle,0.02302,0.00012,0.11888,0.03363
30.4667,settle,0.02813,-0.00323,0.11777,0.03332
30.5000,settle,0.03139,-0.00641,0.11575,0.03301
30.5333,settle,0.03264,-0.00931,0.11296,0.03271
